account_number,aba,bic,opened,balance
UBMV14098843406734,042000288,EDZSGBDF,2004-07-25,1743153
PBIA97272275659868,125886743,BNQXGBKEEB6,2012-01-27,1805492
WGNW69941841799888,117129311,GIJZGBC91H7,2014-03-04,877346
CKRL59014863345916,024814557,JOFPGBU6UIH,2000-09-08,56673
ZHWD68159364017540,018148268,SEBLGB1NZ2C,2020-09-06,1113998
XAZN67644481618154,095094966,IEOOGB82,2018-06-29,69827
HKSS74770829483307,127116369,FWLTGB1M,2008-09-25,249568
PMPE59667271866271,096798449,KSAWGB6T,2011-04-29,1710526
BZUW44149780333591,024544717,BPTMGBU2,2005-11-16,919120
PUHZ79621438839549,031460305,QKEYGB4MMFC,2005-08-02,1092838
PJWN23021768334554,069881053,RZBLGB4C,2005-05-03,738105
BUAC87321115261819,056619649,UPZWGBX3,2011-08-14,1197291
AFUL09704885423240,031179269,WBHRGBDC,2006-05-04,316523
RYOK66719287457545,019873354,PUBTGBCXUUD,2000-09-08,327628
XKUI50680351651048,092201668,FBBGGBXX,2011-05-16,380317
KNAA16243101503981,116883894,NQIEGBZJGW9,2013-06-12,1573096
JWLC24385561308217,077184904,WJAWGBZO,2021-03-03,353115
UJDM01655714681044,086969770,EGYHGBLA,2016-08-16,1965949
IWLQ04431974831181,052144354,AFHSGBX2LRQ,2013-03-16,247964
IUXZ92937182286202,027916407,FONQGBFR,2008-12-29,420685
WLUF85580334620403,047684159,JIYRGBUE,2000-07-19,254869
CRFA03726832159991,063753695,XJQIGBEV,2009-04-25,1566063
LJHM10017049052009,116302045,XTABGBJ1,2011-01-24,411734
SWES37187547948769,049754634,SVLXGBPA,2021-09-14,1835244
NQTL52157486477482,097315313,KIRPGBTJ,2013-05-22,1470683
VTRD24617808269307,102143645,CJARGBMDH80,2022-01-06,890933
MDIN19181399505660,100026573,WIDXGB9RFKH,2000-11-29,346969
VNQT08612628810929,077220363,YXZGGBXR,2008-09-05,140030
HSZU21836005337752,094740208,YOCWGBEE,2016-07-11,455453
NAWY64773330894931,072848834,ABPAGBE90ER,2014-07-06,888545
VXOS22348912814293,087300024,ITNIGBK2,2005-11-27,1047101
QLAG50039595519344,127724722,KYUAGBWSD7G,2003-08-31,54326
RBIE07891866904621,113540211,ZWLJGBD1,2002-02-14,1450471
MVZK21396512130125,013918846,UASWGBWI,2009-07-05,1162708
GHBS70144717066778,038224942,JZATGB8F,2000-10-02,1263130
DJMH68010288109342,081102794,MUTGGB8E20C,2016-03-23,1037924
AAMI15384663301065,032766710,CVXPGB4E,2011-08-26,839531
DZSK01064119613923,031403647,UYSQGB7NC1F,2019-10-07,1105792
PXLV32880989762821,095318781,CJHVGBWK,2022-09-19,554106
GCQG09478747840109,060484190,CHUUGBJZLD4,2011-12-06,1558217
VQDP68836383155694,014452398,ZBFIGB71841,2004-05-12,91310
ULTN69578642717573,048306274,RQYWGBHY,2008-08-25,627740
DSNV63048940106508,018452323,CPPUGB1K,2021-09-29,149871
PHEG29729873200489,107255923,YBJIGBTN29K,2016-10-07,617219
CNQU49786189614818,058456774,VJLPGBY9,2015-01-21,823908
QEBB79978633151851,093382269,YCQJGB3P,2019-01-10,1373457
XPGH86189424368353,040212094,SVQGGB5DCK0,2015-03-28,792677
XGKJ24891643372052,026930507,TRPTGBS03IE,2002-01-24,764320
IGPY48362682837579,083508943,LMFSGB0Z,2010-03-17,1396574
ANTQ08281112274742,038989588,EFHNGBAM,2019-10-13,451652
QKSI10384368108545,039420907,OYPTGBF6,2003-04-28,857020
JPSQ79714285660211,101326421,QXHZGBJ5,2005-04-03,1626671
YZMB10956264952583,093833488,FWPWGBX0MES,2022-03-13,1553990
NMCY76210403501655,114891600,MVGMGBQI,2002-06-01,547828
ILNI59357489899859,113013188,OUGUGBPRRQ1,2015-07-22,1497220
RPLT63142302924773,074464960,UXQTGB5LPZ2,2002-12-06,1174916
GZRI51765084628972,113916120,QNELGBIEK93,2003-01-23,1169938
OSKJ10565128778509,081848058,WOJXGBQPCEK,2011-01-12,1109787
OQAY70807661645330,038443176,QLQVGBV9,2020-07-17,1228889
JTCE80931579594412,093813673,QZDWGB9GUY3,2000-07-31,1059310
PKMQ20776691102963,020835378,HIAOGBLM4Q0,2002-02-18,671077
UYEA07774258905461,097665322,IGBXGB9F,2003-07-29,1210762
HIMR39820234356656,018781803,QWUJGBTRUXI,2014-06-17,1590418
YKMB52524771980330,040380476,XRFHGBU4QY0,2000-10-24,1820469
FIGN66842354446759,062590493,PAPWGBFW,2015-11-26,1071052
XFHT70689655938345,037917124,BXJMGB1R,2001-08-05,274178
ZSPC38050370831832,060901466,EBPKGBSYKHH,2007-10-27,784939
XFCT93193242968972,099113872,VGTYGBFOE3I,2017-07-02,891442
IVGO75306723097231,073098227,THIZGBNU9T8,2003-06-29,1492097
KHZS38600839945835,092966084,CNLKGB1ZWAY,2010-06-01,1505015
FWOQ96935032167625,105081539,AIVYGBXMD3D,2014-05-09,1019824
CSEH61025514146961,036689314,LOLVGBCC4DW,2007-09-14,420990
RVZK05775829342044,030801211,UGQHGB6LDH1,2013-02-11,53139
SGRT81484664642445,079408785,VUAIGB4W,2019-05-02,1731671
EAQG45613440104352,031263382,XZDQGB8M,2018-08-09,226947
DEKA74531324889813,031459277,NKNIGBJO,2015-06-03,627896
DBDN40455209380493,122968761,IVKTGB3E,2021-11-20,1164696
MWNQ26375539998102,091253837,CGCDGB30,2015-05-01,1881215
COKK94622643130090,023951479,HBRQGBOU0LL,2022-03-07,582242
DJJV47897396854109,127348205,EAHCGB9ONPJ,2002-06-16,1898360
WZVZ53889071302111,054696460,KBVLGBCCSDA,2017-02-03,1460233
USZU30108933051198,114925301,EHWXGBQW8R7,2004-03-03,523512
EJWQ62401360234376,094772373,WOJCGBLA,2020-04-24,711526
INTU43800064029619,017550093,RHXPGB2W,2005-05-05,1099016
FVHG96290379010557,066393557,DGJNGBQLJE3,2016-12-10,100726
NWAE12856262228907,092775330,SQZSGBR7,2011-12-04,825281
JAQR79677172140556,063544545,SDJYGBVE6I5,2017-06-19,438340
JSJB04016541399044,113156430,RASCGBPM,2018-09-10,1368176
CBGN50598751769025,102061112,JFAXGBLL,2016-03-09,1445935
CCET63022287871343,070837999,ASOAGBXE,2020-10-02,1316728
YWFP91810385466569,050880364,BUDCGB5V,2006-09-03,451159
ITFZ72264434941451,093729411,XMUUGBN3,2001-07-20,397220
GFUI34533267181653,036120035,QJEMGBZ94W4,2001-10-05,870304
JQLD29872135382627,111536955,TGESGB23,2019-06-03,245909
FAYD14661229812806,105873064,LGTRGB8R8NK,2003-08-24,334777
COTY74461049744352,030174854,XELFGBF3W38,2004-06-03,795403
SASX71073660213050,114380962,WUQVGBGR,2006-10-08,1241183
QFLJ29167150447821,045807239,XLQNGB1R,2019-10-09,691326
MKBG46669255650639,064233758,DNJMGBZH,2002-12-19,1222916
QMYC29820095051505,032069501,JTZCGBWF,2012-10-30,321355
WXMY58417905578773,104218772,HBFCGBIWPA3,2018-08-10,1619888
YLVZ09818011521287,032055366,CVZCGBVI4I5,2008-04-08,1179402
YRFN60604136795121,101197346,CGUJGBRL,2019-04-12,951442
EMNN21921223257300,116482855,OWQXGBHO6NK,2005-06-30,1367953
CTKB83564006248751,076335592,PKLSGB8F,2016-04-11,971338
DZOH30543804519597,038055593,PNTCGBZFIZW,2003-08-28,771635
EXXQ62207594823463,056228645,ZAVJGBPBRSU,2011-11-21,584613
ZRUR71239088316377,043398106,UIEVGBF6W4J,2006-11-27,624778
SQAG41392784179231,043658480,QRFKGBIK0MR,2017-04-19,1030064
OOMC90105197453724,118414876,ZHHDGBZ1M6F,2019-12-05,756011
QCNK92839575510295,036782800,ZYPPGBZN,2001-06-28,607002
CWUC63972715339270,076337367,FKDKGBWL,2022-07-08,1723050
KNPI88810295971868,015944452,FZGXGBGLPYY,2013-01-07,377435
XVNK26442594611782,099057938,CPLBGBX7EC3,2018-05-06,299533
YQES58142444057656,062220145,GFWVGBDVGT4,2019-10-16,1404885
WBOR26252548584163,087904857,EKWLGB47OED,2015-08-08,240885
VJKD71472109571736,020876719,OAOXGBQB,2015-09-08,44786
KUSD18833081216722,043598786,OCJPGBPVGJ5,2007-09-03,340694
MMDN57971496145943,068798273,BRGYGBVA,2010-02-19,981209
WNRE98058893419625,067733365,YYHFGBX0,2015-11-20,1067651
JBZQ36319354595456,076859706,SELYGBAC7I8,2019-10-13,711153
MSIR57863075002583,098193097,BZJFGB53,2011-05-04,365923
WPYD98466804975719,028081946,GZJMGBCT,2009-02-26,1984435
XQRI76018947495046,029617076,JJMNGBDCOEQ,2003-04-20,1110820
VEEZ01142266317619,121699303,NJYHGBZC,2011-08-15,904057
SYGZ24953353205291,104948806,XGSRGB6D,2019-09-14,1544292
VVDP02450252982027,114159261,JAIEGBJM,2016-12-29,1372385
KPHF07744191917656,087736588,WWBGGB48,2002-03-20,831891
XMUT06994787567684,112284594,FXGDGB27,2002-10-13,1297427
PIUN51667308832340,125089281,ILUVGBAP,2011-10-16,1966095
HNWA74391873012903,098558920,XZVYGBMI,2022-02-09,339546
VMRS26874130194598,098066328,XHPXGBK9,2000-03-10,1307805
XWWW90121473582809,010585078,EUYEGB71UJG,2014-02-20,65404
NWSM28776311608242,078566181,OLGCGBAZ,2017-05-08,854943
VQJH69920759433743,027956713,PHDZGB88,2019-11-15,1201097
QWRA62960197727033,018763614,ECTKGBRL,2008-06-10,1661870
WSLT76542509174959,057903969,BRTTGBEM,2006-10-30,112627
TMIV99333632656450,051444466,MRDRGBS88UD,2005-07-26,323318
CZXB80678860393410,072631915,OXDHGBT43QH,2004-02-20,1024045
NJEN31882304397295,018262597,IHCPGBSN,2016-11-14,1670029
CRFI35788435055513,082378844,RMJIGBVY,2020-12-05,1687788
SNPX59263767681323,107093790,RNMAGBJZ6EA,2006-09-12,512913
XMID56209292180486,128887493,MUDKGBND5LB,2018-07-25,1192117
NIKB67095191155972,067132678,BWRWGB2Y,2007-12-06,1142151
IWXL30140497290970,099156554,FYFOGBBH1LB,2007-04-09,1764443
RCOL12868841650383,111205435,AIUEGBCH,2019-06-19,1527594
IEXF89639247941518,065613335,SVPNGB9H3UP,2020-05-13,264280
GWMX57307567615877,118030250,LDSTGBVRB9G,2017-04-12,238123
XNNW07559101157929,105483386,TOVWGB7Y,2016-08-22,353465
CSMU48491126557222,113435083,CSGVGBK7QO6,2004-01-02,559325
QRZO11144049013612,108566394,BGUGGBNO69G,2019-01-04,457708
YTUO49043863934638,119327399,XFGBGBSV,2018-11-30,1566296
PINS09133480345294,106832787,WODDGBW7TW9,2011-05-28,1262793
LNHL33161153519204,049310939,UQQIGBAF,2009-07-14,952701
XPVS00771665124651,113817371,XMRNGBBOKSP,2001-07-13,999095
ICMO04198703378487,126315268,CGAHGBUP,2011-01-08,1606194
SMTZ12194496175120,113970027,OMGQGBVQ4CV,2008-10-31,981665
SGNO07967757639698,086496269,ONBLGBCV,2005-08-12,1267620
WZZY66267313370660,106919529,QDYZGBUOYT9,2017-03-05,1676343
QHQW52079543097601,013976406,OMQMGBMQ9IE,2015-01-06,1826784
GGZW58109711872782,071834991,JCXYGB21,2008-02-21,1434753
RAJI21838032688353,120381418,FPCFGBT6ZSE,2015-07-17,610838
JXNK91801028870780,029020870,IXIXGB5PAMI,2014-02-16,1190474
NVND36983439891949,022651369,SPCXGBBM3EX,2008-11-08,748868
EPYK11922340977493,048660622,PONRGBY1YOC,2000-09-12,761688
YNVQ93876541580853,093264620,UXRPGB7I,2009-10-01,1131029
WDEV99133610736708,097124847,GEKXGBT0U58,2010-10-09,1354783
XBZX60116196340652,012353800,BCZRGBPA,2006-12-26,1608883
DVEL68349790261720,026368027,RCOSGB674Z5,2001-08-26,951922
GYAW44614241205501,021728895,WIILGBFYFBF,2021-03-03,1927624
QQYC60358037719730,035655569,OGODGBKN,2018-09-29,1622519
VFIQ78699121416695,086747963,KUJBGBA7A1J,2007-03-31,885816
DEEH15772195011704,106539695,EGSIGBA0YY5,2000-09-13,2485
APXU71026084989667,066588773,HJARGBNS9CO,2002-12-20,1367824
GQNB58883813105551,032275272,XNMIGBESN1Z,2010-07-30,1932355
CVGS72101210004985,083923612,EPYFGB63YSD,2013-02-12,570260
AGTQ04891507432010,110304298,TAIMGBIGEIF,2017-03-14,1266293
PAVU30539673305473,045399323,XGXSGB6Z,2018-09-22,1707143
EJUF27253200179457,011990303,TIBTGB6XXS8,2002-04-05,1176073
JEPT62743419851339,103095967,WNDLGBET,2013-01-29,456876
CPNO12541618357715,056659117,HJOOGBY1,2001-11-27,1849686
JZNB07219810790956,030167188,ISFDGB4MJGV,2003-12-18,845928
GXND94742710115841,105757630,NXLHGB8F,2019-02-17,923315
DOBR87103824528797,064068059,KHXOGBYJREN,2013-05-19,423605
HTWE45480602891185,047298998,FKTXGBW1,2014-11-06,1995157
BVOF15315688548503,059528588,AVTGGB0UIUV,2010-07-03,365667
EDQX29368682283606,077850050,VCIXGB8SZVV,2012-11-03,1670046
QPVT63165702769629,083006209,DPEIGBKWGYN,2007-04-29,737821
TIBT61362816753130,085679304,KSVLGBGR,2002-08-21,1905633
MOYT48756567427708,021122912,VJVCGBEZJNL,2000-02-16,1956912
NSSI07205709371654,058323085,TKWTGBYIRGQ,2010-05-07,1176236
QNGI94666464670289,040790448,MCWIGBRD,2002-08-15,170054
VDBD02743437506314,087783010,ABGFGBQ6,2020-02-10,308692
LVBG52320112538536,099587149,CWJCGB1Q,2007-07-09,1842642
AEOD95753293836383,100837380,BPGDGBEU,2003-06-04,1636618
GOJQ11586767138421,105257224,WHHNGBU8C73,2018-05-04,1547767
WSZW06169282058257,099774266,GPHYGBRRSLZ,2018-03-18,1073492
YZGF62625194156227,090569328,KBXUGBYU,2007-02-18,782448
PPSV85888017614528,044106931,ETGKGBHW3MV,2020-03-18,1311157
OWOS35008162077438,045322617,ADRNGBSQLKR,2015-01-12,1212678
VNKU16920339484896,022664615,OEULGBGRW8D,2005-02-14,673904
EIOT80852556229385,065228490,XIETGBQN,2013-12-29,1855380
CZZX49931549640249,022481160,NLPJGBL45AG,2011-07-26,1592515
HPVT28333397933027,078717930,HWFYGB4R4WM,2013-05-21,160643
ZISA90387623917241,117348707,RRIGGBOZ,2017-03-13,371698
WYQB16605054572308,096872763,KLWXGBV5P7P,2008-10-18,1485007
AIJD21415241009237,041011359,IGFAGBBNZWP,2012-12-10,1321066
CTZY05537169822200,025184493,DPOGGBR0,2005-01-06,156743
DGGN06036996022828,115740404,NULHGB9M,2004-05-20,1860442
PAGV41006325251994,072803578,YZBAGBAP,2007-10-15,1179554
GUWB24258039050031,126192177,VVNGGB4NTUT,2020-07-10,144541
FAVU92510029977278,112912028,GXFCGBPL,2019-03-26,774713
BQRH92892005410421,090399242,CQCJGBLU,2010-03-26,389036
WEHA62753231933625,075714761,OPBJGBBXTDJ,2018-11-18,1393792
HMAO08622590244049,079806426,FKWHGBCQ5M9,2004-07-07,1415098
PIVA69207444329885,039167299,SJAFGBMVL53,2003-12-08,1463169
PROM27265595319525,038658958,XRPXGBJH,2003-11-09,347650
WHEW36841637140191,073808417,PZOAGBUQS7J,2006-07-05,127851
VNLC25357936486000,051064574,VJPAGBD65U2,2008-04-23,598643
QGHY58380402298410,074983616,SLGYGBP8PG1,2020-04-25,1483328
RZWZ97992973614291,119102352,HAUKGBC4WLW,2020-03-13,1398180
JGLV17319614582458,024069726,HLNBGB3GK6O,2004-10-21,989497
LPBT44210856007261,030889945,GLYJGB1L,2021-03-08,1735734
LVHC78418081397585,090035409,QOXJGBR8,2004-08-11,1902236
GNOS65994054450808,106011252,GCQXGBKQ,2018-11-25,374991
PVPP81769517653723,071446237,UIKDGBEEZKV,2011-08-22,391972
CLMS54798434882390,023193004,RRDPGB1G,2012-02-07,1948905
VUCO33181995832403,071279925,IBHBGBAD,2006-08-11,1507596
SGTO99755660979428,036946934,OWRDGBNF,2002-03-31,1137674
QETH91389367164489,042827270,UXYFGB0PL6N,2011-05-02,166524
AJRY71533188299969,014402474,ZEUQGBYI,2010-06-25,69776
ANAX48050583475889,020175397,ZTYYGB94FVN,2009-08-17,1392103
RZTT89145049214155,108856936,FCKCGB8R,2021-11-16,454702
RTIS23208871788418,072930124,LSSPGBKYIFJ,2003-05-30,1933088
PWVY29747739965763,032561504,OFINGBNT30S,2013-12-07,178001
UHCZ41866332817971,011741222,FBTGGBC5,2007-01-03,1647963
PZMT98263913720790,122441136,JDADGBDUYQY,2016-02-05,90051
MFHZ46768810730730,045409624,MCMWGBU7,2018-07-06,148467
QGGI35484867554687,015706551,PPDTGB89SB4,2019-04-09,1644512
BSSL58782450101557,062714499,YYVYGB4C,2014-11-11,1763726
PNMD63394865162461,074439500,WYGSGBIGXKG,2012-04-05,1503558
AMEG04324864941089,073854649,XDLFGBD7,2002-04-28,1916689
QIZG31780354699180,041216439,XCXBGBH05E5,2020-05-19,76866
BWKK32784837289711,014898318,ZGDKGBX6VA7,2001-09-02,1044438
VCJZ32010858275829,073227739,NFPBGBGA,2004-07-24,886947
TAJK67483163988637,035027553,ULUTGB1A,2011-06-02,879348
NDGN05932774871701,061990719,KZHFGBBP,2015-10-30,1792316
AEDP97176687407597,040645739,ZQFNGBC7DXA,2014-02-23,74947
RWHN89657398788437,104454280,HWPRGB4Z41A,2012-03-10,1382899
YLGN47156378843851,072088092,UEHSGB5YZVY,2022-04-04,790529
UUEW94278246113637,118867180,GAVYGBLN5UY,2015-06-20,58668
EYGM28683700921672,087979578,WCIMGBQT,2013-05-02,1322580
CYVC47265128896367,091846956,QGTCGBBQ9PI,2015-08-25,1696449
HSUA15551134613234,052822430,DKLPGBX6I0V,2004-02-22,1056776
MJHX44941168021477,126970962,HKOLGB0Y,2007-12-22,1449141
HPPD69659935830346,054870419,DIZAGB1IG8N,2021-05-10,711135
AHRP12640144851759,108274563,NIWCGBMEYM5,2002-06-26,1547631
XVQY24199066716273,085738164,FLZVGBV5,2014-09-11,212453
BQZD36925558206687,098955154,BUODGB27,2022-08-24,1841993
JVPJ27288865751235,067652624,EPUQGBO0RON,2019-09-22,774855
OHAE51709881580701,114336741,UANAGB371HN,2013-12-26,599265
DJHA82563828341483,109290355,YXITGBKBF4L,2021-05-19,1515704
DGNN09411545331697,091363934,ZRNVGBMJE4Q,2011-01-21,1132538
DJTB80922470933769,082338994,FCYMGBBE,2007-11-13,989941
JRGN21871039132249,088199742,ISQXGBALML3,2013-04-04,921681
EQPQ64087919542914,072767384,MPVCGB3F53J,2011-06-21,1760541
MHJB88676304364562,075537524,NYYFGBCC,2017-12-19,991555
OMUV35151289834867,027775596,XEUMGBYIDGI,2021-05-12,943986
KICK90829946427355,075682589,LBMCGBXL,2012-11-23,516381
IAIA52639183795647,065268272,TDWXGB58,2003-10-23,1562049
WRHX25744825789167,012777525,PEXFGBGZ,2013-05-06,1289850
XSOT36009360788037,010337572,SYXFGBTB,2000-02-04,1541785
YUQJ63678198274938,091231406,GIQCGBGL,2003-01-26,1840850
QAHO47432985994349,069909184,OEIOGBEH,2006-07-22,107722
PLHZ16812366460525,076117163,QKSNGBVQ,2008-07-21,930750
OVRL17809001684760,052581027,ZHDNGB3U,2014-08-18,902084
ZZDV93955697991027,063553400,HBYTGB3H,2004-06-01,872524
UAXL90800810610303,045989487,CGJYGBVTSG6,2010-03-24,1944663
GCSS59115200477681,053805948,SRUNGBJ18A6,2000-09-26,1175664
CTHJ85537500142032,049393859,ETUPGBRAPE7,2001-02-04,441708
RPKN54220858251940,092426184,THBPGB0Q,2018-01-09,1179901
SFSI30136236850994,106775116,CSIQGBALYF3,2011-08-28,297830
QUCS05462637767857,107681652,ZKBIGB8C4MD,2000-08-18,1908960
RONR49517669193726,071097576,SYSDGBI8A79,2018-02-22,1767561
IXRV24354069584707,051169068,KFRUGB908WW,2001-01-04,1756712
BBEG00860506415343,080279987,FEJXGBIL,2000-05-30,1708441
BKEM96937960014748,064787149,PJRGGBSF,2006-12-07,430240
PXQP29770790645001,048558941,SDULGBHT,2003-02-23,656203
CHLI95396056308134,058798403,UTFMGBI77E2,2008-04-19,1311254
TPYR09367265620313,114758329,VFZTGBMY1DT,2010-10-25,816559
PSBO93726499519517,050126141,YGDEGBLDFAO,2009-10-20,1439469
YNFY64793263306286,025840588,OUPCGB0E,2001-03-05,167895
LZXU13695637643499,122366318,VHIOGBAY03P,2017-04-05,1755934
RYIF07129803731170,115522758,MZSLGBHE,2012-04-03,1109627
RFRC31371672173199,102124172,PMDZGBI0SAZ,2004-05-05,4078
OLLO72834436869286,108959781,NYLSGB8THEZ,2017-08-20,1104180
KGNM91945955184206,031311098,PXWAGBU0,2007-07-23,1412572
FMQV83250215012594,104620658,MVENGBDO,2010-07-18,1086765
OKLN69303071833722,111892314,IPRZGB0TRF3,2019-02-26,1375003
HMMK32594130705698,026397137,FSCKGB7T,2012-09-04,1622564
NXEQ43000730088760,046091455,QUDYGBZU,2001-02-21,1320777
JUWQ43364286148674,096355620,VSWAGB6O44O,2012-04-27,311504
VWIG98925893161198,070829703,KWQCGBW5,2006-12-12,1703926
XNDL55830741669170,029105481,WWQLGBYS,2003-04-15,43412
ZXQX62385875989187,010553356,IMEQGBPN,2019-08-16,723827
QMKW71070638933258,122508448,RGVOGBUEC26,2012-02-15,1221165
IBIS28719880487376,032438585,JDVGGBV4,2011-12-02,434971
TIFF82429573881144,097883641,PGIWGBJ8VJF,2018-05-19,1719001
SVAT43895624743072,033919485,YFBUGBLE,2018-08-29,1312283
DPSY83930061678900,116857781,LMJUGB8M7LA,2019-08-08,391314
MRLO55102450471143,099683166,IXSCGBXE,2000-08-03,984406
FCKG60836491917127,062703138,FAFOGBGI,2018-08-24,1618613
VANX12445037031755,061571293,CULNGBO73MO,2009-03-23,1181503
TUFK46363532097220,056873838,PJZNGBQ7,2022-09-07,266810
UQPR20537059801389,075315937,KYXYGBK4,2016-11-22,739915
VARC05689921894852,012903797,UQVEGBKQ,2018-03-23,950635
QOHY63439402913418,059890960,ARPXGBLOQNV,2018-02-13,1091968
WOPD94050958531190,124826801,ZKJCGBSA,2009-07-24,881729
KNKU13633261299252,126168059,RGFTGBDVOIZ,2016-11-16,629808
BLDU38803902933961,099681773,MNBQGBUPCWA,2015-09-09,247026
RGKG82312696278788,042459473,TMTCGBFR,2002-04-05,739392
YIHB75465619307840,039523406,WLJSGBQJ,2016-08-06,104842
VHYW85314118633585,069155750,GSZBGBP0QJ7,2006-06-06,827592
UNDR54077061724727,028006989,SQUJGBMV,2016-05-30,977872
MZEH14693176829680,080359221,VFLIGBC7,2010-11-01,355501
EAIQ83153632409004,040151090,QGDQGBBPFRS,2019-08-27,439504
HYXL69126472986467,032614914,XBDRGBT88T5,2021-08-23,1773186
POMX82428539753452,068248503,QLEQGBUJ,2022-08-04,1828123
VWKE54623249854730,099699147,JAGJGBEXIXA,2002-11-20,197090
LCPT20540758514275,025675122,TQIHGBRSYK8,2001-06-26,48638
BWKU18401095801094,037995476,SEXTGB53LNX,2021-02-11,1709642
UPNG06383309504688,064194253,KBMKGBPZ,2004-11-14,750025
DRYQ73815023602865,080827258,NDAEGB9Y,2013-06-24,672565
WAVX45775137118468,054000580,VYITGBG9,2010-06-01,1240643
RXOP79934250398397,080811947,APHRGBOC,2016-08-25,633322
GWLZ83664306250597,048475008,QNWSGB5P,2020-10-19,31920
UZKL70539402694671,053783057,BDXNGB4O,2010-08-04,1482827
CYPJ75106755708766,125898579,MGGAGBGFHP8,2020-04-11,994215
ERNN41930936471017,066476908,INQVGB8X,2017-12-13,1683285
LWLP20506232886184,097032010,RBYAGB10YQ6,2005-04-05,142884
RMZR51725530836943,048961800,YDLCGB0T,2005-03-26,1785650
MYZS15202927900039,082539764,RNEXGBDB,2003-02-23,1151640
UFMC85749641926225,056373082,KLYHGB4T691,2012-06-18,1731734
ESFU04100377304397,038868188,RKXCGBDK0UM,2000-08-26,1227941
JKSP05393547238307,084648491,FRUQGBPGCKZ,2003-03-14,299430
HVSB94478709527024,031603968,QANJGB0MBIA,2007-01-13,1795044
NIYS23767877136858,045535103,CAJQGBYX,2011-01-26,1554734
WBAX24762173168309,081361108,OLYUGBAQZAD,2001-04-21,1774261
HXUY84256381790149,112347486,TOEJGBLR,2021-04-28,1738501
HVSE09937323914244,112661719,GBWNGBQE,2016-02-05,665725
BMWN67142074307839,016521528,VLVMGBGKBZX,2017-10-07,1127022
JGAG95649602022329,073902766,ZLPKGB0D1K9,2002-10-19,807553
CCAC08903678483575,126991938,OBXDGBHGOK3,2003-05-23,743290
TGXH80719735871763,025351802,ZSNZGBVOEQL,2017-09-01,1111921
AVRE39825576522222,122137534,IFQFGBWKBFN,2012-11-11,662343
XWOT14746923775683,111492756,ROIMGBUAS5L,2021-09-01,1976548
PAGM43852390865928,128414934,CWGPGBBVCQ8,2020-02-27,542493
WBUQ34489292404395,048867849,CKBIGBL6,2013-02-22,1750228
YSGZ56021886202948,095716927,ICPZGBB4WV0,2000-05-31,934338
ERTP59850769153067,093050627,STSRGBW1,2005-06-15,1689514
SLES37833945594696,072648089,OLOWGBG38ZH,2019-04-07,1990842
UQTC74521493671840,104471700,AHEPGBJE44K,2002-12-12,1778724
RXAN16687110162281,090633542,VDUCGBCVYKB,2014-09-06,147113
VYKB64647571600014,016090509,SLRHGB43,2012-07-22,406678
KICB24827667587660,052406937,ADRBGBKUU2G,2009-01-29,1712695
ASBT27143338848492,096818361,UBUBGBX8,2006-03-06,748946
WKVR59927317082754,084829139,PNNWGBQM8LI,2012-03-06,623777
UVQG59174450930820,058716948,NOGPGBEA6UI,2003-02-04,1548600
GKUJ15003027732769,011153108,AXDBGBAH,2009-06-13,562951
KNVR75340202681427,085310249,BLHZGBRERVN,2019-02-19,1616943
RQKD28883051318930,098706743,GCRHGBHGL0X,2013-10-26,598857
ZWSV58627897669758,073491154,FHNKGB205VV,2018-06-14,1599827
PYLH27270140241202,019025225,YRBHGBZG,2018-03-30,1635371
RQQS54868376787897,119457023,STEFGBWO,2013-04-11,1624685
QHOS01199581529391,106842269,TVTLGBG57RZ,2019-01-28,919778
FDAY50140090160294,042000440,XCNYGBS6Z5P,2000-03-14,1122550
